"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Idiopathic progressive neuropathy"	"G60.3"	74	4156214161	0.0
	"Other hereditary and idiopathic neuropathies"	"G60.8"	88	4156214161	0.0
	"Hereditary and idiopathic neuropathy, unspecified"	"G60.9"	270	4156214161	0.0
	"Guillain-Barre syndrome"	"G61.0"	3111	4156214161	0.1
	"Serum neuropathy"	"G61.1"	0	4156214161	0.0 (Unreliable)
	"Other inflammatory polyneuropathies"	"G61.8"	371	4156214161	0.0
	"Inflammatory polyneuropathy, unspecified"	"G61.9"	28	4156214161	0.0
	"Drug-induced polyneuropathy"	"G62.0"	1	4156214161	0.0 (Unreliable)
	"Alcoholic polyneuropathy"	"G62.1"	75	4156214161	0.0
	"Polyneuropathy due to other toxic agents"	"G62.2"	8	4156214161	0.0 (Unreliable)
	"Other specified polyneuropathies"	"G62.8"	880	4156214161	0.0
	"Polyneuropathy, unspecified"	"G62.9"	3274	4156214161	0.1
	"Other disorders of peripheral nervous system"	"G64"	2	4156214161	0.0 (Unreliable)
	"Myasthenia gravis"	"G70.0"	8049	4156214161	0.2
	"Toxic myoneural disorders"	"G70.1"	1	4156214161	0.0 (Unreliable)
	"Congenital and developmental myasthenia"	"G70.2"	14	4156214161	0.0 (Unreliable)
	"Other specified myoneural disorders"	"G70.8"	89	4156214161	0.0
	"Myoneural disorder, unspecified"	"G70.9"	3065	4156214161	0.1
	"Muscular dystrophy"	"G71.0"	10381	4156214161	0.2
	"Myotonic disorders"	"G71.1"	3270	4156214161	0.1
	"Congenital myopathies"	"G71.2"	1377	4156214161	0.0
	"Mitochondrial myopathy, not elsewhere classified"	"G71.3"	294	4156214161	0.0
	"Other primary disorders of muscles"	"G71.8"	339	4156214161	0.0
	"Primary disorder of muscle, unspecified"	"G71.9"	23	4156214161	0.0
	"Drug-induced myopathy"	"G72.0"	59	4156214161	0.0
	"Alcoholic myopathy"	"G72.1"	29	4156214161	0.0
	"Myopathy due to other toxic agents"	"G72.2"	14	4156214161	0.0 (Unreliable)
	"Periodic paralysis"	"G72.3"	20	4156214161	0.0
	"Inflammatory myopathy, not elsewhere classified"	"G72.4"	66	4156214161	0.0
	"Other specified myopathies"	"G72.8"	410	4156214161	0.0
	"Myopathy, unspecified"	"G72.9"	1150	4156214161	0.0
	"Spastic cerebral palsy"	"G80.0"	90	4156214161	0.0
	"Spastic diplegia"	"G80.1"	95	4156214161	0.0
	"Infantile hemiplegia"	"G80.2"	30	4156214161	0.0
	"Dyskinetic cerebral palsy"	"G80.3"	34	4156214161	0.0
	"Ataxic cerebral palsy"	"G80.4"	5	4156214161	0.0 (Unreliable)
	"Other infantile cerebral palsy"	"G80.8"	679	4156214161	0.0
	"Infantile cerebral palsy, unspecified"	"G80.9"	18554	4156214161	0.4
	"Flaccid hemiplegia"	"G81.0"	3	4156214161	0.0 (Unreliable)
	"Spastic hemiplegia"	"G81.1"	15	4156214161	0.0 (Unreliable)
	"Hemiplegia, unspecified"	"G81.9"	1418	4156214161	0.0
	"Flaccid paraplegia"	"G82.0"	3	4156214161	0.0 (Unreliable)
	"Spastic paraplegia"	"G82.1"	154	4156214161	0.0
	"Paraplegia, unspecified"	"G82.2"	4095	4156214161	0.1
	"Flaccid tetraplegia"	"G82.3"	4	4156214161	0.0 (Unreliable)
	"Spastic tetraplegia"	"G82.4"	618	4156214161	0.0
	"Tetraplegia, unspecified"	"G82.5"	5567	4156214161	0.1
	"Diplegia of upper limbs"	"G83.0"	12	4156214161	0.0 (Unreliable)
	"Monoplegia of lower limb"	"G83.1"	73	4156214161	0.0
	"Monoplegia of upper limb"	"G83.2"	9	4156214161	0.0 (Unreliable)
	"Monoplegia, unspecified"	"G83.3"	7	4156214161	0.0 (Unreliable)
	"Cauda equina syndrome"	"G83.4"	76	4156214161	0.0
	"Other specified paralytic syndromes"	"G83.8"	2067	4156214161	0.0
	"Paralytic syndrome, unspecified"	"G83.9"	592	4156214161	0.0
	"Idiopathic peripheral autonomic neuropathy"	"G90.0"	25	4156214161	0.0
	"Familial dysautonomia [Riley-Day]"	"G90.1"	206	4156214161	0.0
	"Horner's syndrome"	"G90.2"	1	4156214161	0.0 (Unreliable)
	"Multi-system degeneration"	"G90.3"	2354	4156214161	0.1
	"Autonomic dysreflexia"	"G90.4"	32	4156214161	0.0
	"Other disorders of autonomic nervous system"	"G90.8"	676	4156214161	0.0
	"Disorder of autonomic nervous system, unspecified"	"G90.9"	223	4156214161	0.0
	"Communicating hydrocephalus"	"G91.0"	103	4156214161	0.0
	"Obstructive hydrocephalus"	"G91.1"	687	4156214161	0.0
	"Normal-pressure hydrocephalus"	"G91.2"	3699	4156214161	0.1
	"Post-traumatic hydrocephalus, unspecified"	"G91.3"	6	4156214161	0.0 (Unreliable)
	"Other hydrocephalus"	"G91.8"	204	4156214161	0.0
	"Hydrocephalus, unspecified"	"G91.9"	5019	4156214161	0.1
	"Toxic encephalopathy"	"G92"	1099	4156214161	0.0
	"Cerebral cysts"	"G93.0"	421	4156214161	0.0
	"Anoxic brain damage, not elsewhere classified"	"G93.1"	67381	4156214161	1.6
	"Benign intracranial hypertension"	"G93.2"	667	4156214161	0.0
	"Postviral fatigue syndrome"	"G93.3"	28	4156214161	0.0
	"Encephalopathy, unspecified"	"G93.4"	14424	4156214161	0.3
	"Compression of brain"	"G93.5"	2728	4156214161	0.1
	"Cerebral oedema"	"G93.6"	3033	4156214161	0.1
	"Reye's syndrome"	"G93.7"	59	4156214161	0.0
	"Other specified disorders of brain"	"G93.8"	2425	4156214161	0.1
	"Disorder of brain, unspecified"	"G93.9"	4138	4156214161	0.1
	"Syringomyelia and syringobulbia"	"G95.0"	524	4156214161	0.0
	"Vascular myelopathies"	"G95.1"	625	4156214161	0.0
	"Cord compression, unspecified"	"G95.2"	643	4156214161	0.0
	"Other specified diseases of spinal cord"	"G95.8"	223	4156214161	0.0
	"Disease of spinal cord, unspecified"	"G95.9"	1534	4156214161	0.0
	"Cerebrospinal fluid leak"	"G96.0"	58	4156214161	0.0
	"Disorders of meninges, not elsewhere classified"	"G96.1"	113	4156214161	0.0
	"Other specified disorders of central nervous system"	"G96.8"	145	4156214161	0.0
	"Disorder of central nervous system, unspecified"	"G96.9"	335	4156214161	0.0
	"Other disorders of nervous system, not elsewhere classified"	"G98"	965	4156214161	0.0
	"Hordeolum and other deep inflammation of eyelid"	"H00.0"	0	4156214161	0.0 (Unreliable)
	"Chalazion"	"H00.1"	0	4156214161	0.0 (Unreliable)
	"Blepharitis"	"H01.0"	0	4156214161	0.0 (Unreliable)
	"Noninfectious dermatoses of eyelid"	"H01.1"	0	4156214161	0.0 (Unreliable)
	"Other specified inflammation of eyelid"	"H01.8"	0	4156214161	0.0 (Unreliable)
	"Inflammation of eyelid, unspecified"	"H01.9"	0	4156214161	0.0 (Unreliable)
	"Entropion and trichiasis of eyelid"	"H02.0"	0	4156214161	0.0 (Unreliable)
	"Ectropion of eyelid"	"H02.1"	2	4156214161	0.0 (Unreliable)
	"Lagophthalmos"	"H02.2"	0	4156214161	0.0 (Unreliable)
	"Blepharochalasis"	"H02.3"	0	4156214161	0.0 (Unreliable)
	"Ptosis of eyelid"	"H02.4"	0	4156214161	0.0 (Unreliable)
	"Other disorders affecting eyelid function"	"H02.5"	0	4156214161	0.0 (Unreliable)
	"Xanthelasma of eyelid"	"H02.6"	0	4156214161	0.0 (Unreliable)
	"Other degenerative disorders of eyelid and periocular area"	"H02.7"	0	4156214161	0.0 (Unreliable)
	"Other specified disorders of eyelid"	"H02.8"	0	4156214161	0.0 (Unreliable)
	"Disorder of eyelid, unspecified"	"H02.9"	0	4156214161	0.0 (Unreliable)
	"Dacryoadenitis"	"H04.0"	0	4156214161	0.0 (Unreliable)
	"Other disorders of lacrimal gland"	"H04.1"	0	4156214161	0.0 (Unreliable)
	"Epiphora"	"H04.2"	0	4156214161	0.0 (Unreliable)
	"Acute and unspecified inflammation of lacrimal passages"	"H04.3"	1	4156214161	0.0 (Unreliable)
	"Chronic inflammation of lacrimal passages"	"H04.4"	1	4156214161	0.0 (Unreliable)
	"Stenosis and insufficiency of lacrimal passages"	"H04.5"	1	4156214161	0.0 (Unreliable)
	"Other changes in lacrimal passages"	"H04.6"	0	4156214161	0.0 (Unreliable)
	"Other disorders of lacrimal system"	"H04.8"	0	4156214161	0.0 (Unreliable)
	"Disorder of lacrimal system, unspecified"	"H04.9"	0	4156214161	0.0 (Unreliable)
	"Acute inflammation of orbit"	"H05.0"	83	4156214161	0.0
	"Chronic inflammatory disorders of orbit"	"H05.1"	5	4156214161	0.0 (Unreliable)
	"Exophthalmic conditions"	"H05.2"	6	4156214161	0.0 (Unreliable)
	"Deformity of orbit"	"H05.3"	0	4156214161	0.0 (Unreliable)
	"Enophthalmos"	"H05.4"	0	4156214161	0.0 (Unreliable)
	"Retained (old) foreign body following penetrating wound of orbit"	"H05.5"	0	4156214161	0.0 (Unreliable)
	"Other disorders of orbit"	"H05.8"	5	4156214161	0.0 (Unreliable)
	"Disorder of orbit, unspecified"	"H05.9"	11	4156214161	0.0 (Unreliable)
	"Mucopurulent conjunctivitis"	"H10.0"	0	4156214161	0.0 (Unreliable)
	"Acute atopic conjunctivitis"	"H10.1"	0	4156214161	0.0 (Unreliable)
	"Other acute conjunctivitis"	"H10.2"	1	4156214161	0.0 (Unreliable)
	"Acute conjunctivitis, unspecified"	"H10.3"	1	4156214161	0.0 (Unreliable)
	"Chronic conjunctivitis"	"H10.4"	0	4156214161	0.0 (Unreliable)
	"Blepharoconjunctivitis"	"H10.5"	0	4156214161	0.0 (Unreliable)
	"Other conjunctivitis"	"H10.8"	1	4156214161	0.0 (Unreliable)
	"Conjunctivitis, unspecified"	"H10.9"	9	4156214161	0.0 (Unreliable)
	"Pterygium"	"H11.0"	5	4156214161	0.0 (Unreliable)
	"Conjunctival degenerations and deposits"	"H11.1"	0	4156214161	0.0 (Unreliable)
	"Conjunctival scars"	"H11.2"	0	4156214161	0.0 (Unreliable)
	"Conjunctival haemorrhage"	"H11.3"	0	4156214161	0.0 (Unreliable)
	"Other conjunctival vascular disorders and cysts"	"H11.4"	0	4156214161	0.0 (Unreliable)
	"Other specified disorders of conjunctiva"	"H11.8"	1	4156214161	0.0 (Unreliable)
	"Disorder of conjunctiva, unspecified"	"H11.9"	2	4156214161	0.0 (Unreliable)
	"Scleritis"	"H15.0"	0	4156214161	0.0 (Unreliable)
	"Episcleritis"	"H15.1"	0	4156214161	0.0 (Unreliable)
	"Other disorders of sclera"	"H15.8"	0	4156214161	0.0 (Unreliable)
	"Disorder of sclera, unspecified"	"H15.9"	0	4156214161	0.0 (Unreliable)
	"Corneal ulcer"	"H16.0"	4	4156214161	0.0 (Unreliable)
	"Other superficial keratitis without conjunctivitis"	"H16.1"	1	4156214161	0.0 (Unreliable)
	"Keratoconjunctivitis"	"H16.2"	1	4156214161	0.0 (Unreliable)
	"Interstitial and deep keratitis"	"H16.3"	3	4156214161	0.0 (Unreliable)
	"Corneal neovascularization"	"H16.4"	1	4156214161	0.0 (Unreliable)
	"Other keratitis"	"H16.8"	0	4156214161	0.0 (Unreliable)
	"Keratitis, unspecified"	"H16.9"	3	4156214161	0.0 (Unreliable)
	"Adherent leukoma"	"H17.0"	0	4156214161	0.0 (Unreliable)
	"Other central corneal opacity"	"H17.1"	0	4156214161	0.0 (Unreliable)
	"Other corneal scars and opacities"	"H17.8"	0	4156214161	0.0 (Unreliable)
	"Corneal scar and opacity, unspecified"	"H17.9"	0	4156214161	0.0 (Unreliable)
	"Corneal pigmentations and deposits"	"H18.0"	0	4156214161	0.0 (Unreliable)
	"Bullous keratopathy"	"H18.1"	0	4156214161	0.0 (Unreliable)
	"Other corneal oedema"	"H18.2"	0	4156214161	0.0 (Unreliable)
	"Changes in corneal membranes"	"H18.3"	0	4156214161	0.0 (Unreliable)
	"Corneal degeneration"	"H18.4"	0	4156214161	0.0 (Unreliable)
	"Hereditary corneal dystrophies"	"H18.5"	1	4156214161	0.0 (Unreliable)
	"Keratoconus"	"H18.6"	0	4156214161	0.0 (Unreliable)
	"Other corneal deformities"	"H18.7"	0	4156214161	0.0 (Unreliable)
	"Other specified disorders of cornea"	"H18.8"	0	4156214161	0.0 (Unreliable)
	"Disorder of cornea, unspecified"	"H18.9"	2	4156214161	0.0 (Unreliable)
	"Acute and subacute iridocyclitis"	"H20.0"	0	4156214161	0.0 (Unreliable)
	"Chronic iridocyclitis"	"H20.1"	0	4156214161	0.0 (Unreliable)
	"Lens-induced iridocyclitis"	"H20.2"	0	4156214161	0.0 (Unreliable)
	"Other iridocyclitis"	"H20.8"	0	4156214161	0.0 (Unreliable)
	"Iridocyclitis, unspecified"	"H20.9"	1	4156214161	0.0 (Unreliable)
	"Hyphaema"	"H21.0"	0	4156214161	0.0 (Unreliable)
	"Other vascular disorders of iris and ciliary body"	"H21.1"	0	4156214161	0.0 (Unreliable)
	"Degeneration of iris and ciliary body"	"H21.2"	0	4156214161	0.0 (Unreliable)
	"Cyst of iris, ciliary body and anterior chamber"	"H21.3"	0	4156214161	0.0 (Unreliable)
	"Pupillary membranes"	"H21.4"	0	4156214161	0.0 (Unreliable)
	"Other adhesions and disruptions of iris and ciliary body"	"H21.5"	0	4156214161	0.0 (Unreliable)
	"Other specified disorders of iris and ciliary body"	"H21.8"	0	4156214161	0.0 (Unreliable)
	"Disorder of iris and ciliary body, unspecified"	"H21.9"	1	4156214161	0.0 (Unreliable)
	"Senile incipient cataract"	"H25.0"	0	4156214161	0.0 (Unreliable)
	"Senile nuclear cataract"	"H25.1"	0	4156214161	0.0 (Unreliable)
	"Senile cataract, morgagnian type"	"H25.2"	0	4156214161	0.0 (Unreliable)
	"Other senile cataract"	"H25.8"	0	4156214161	0.0 (Unreliable)
	"Senile cataract, unspecified"	"H25.9"	0	4156214161	0.0 (Unreliable)
	"Infantile, juvenile and presenile cataract"	"H26.0"	0	4156214161	0.0 (Unreliable)
	"Traumatic cataract"	"H26.1"	0	4156214161	0.0 (Unreliable)
	"Complicated cataract"	"H26.2"	1	4156214161	0.0 (Unreliable)
	"Drug-induced cataract"	"H26.3"	0	4156214161	0.0 (Unreliable)
	"After-cataract"	"H26.4"	0	4156214161	0.0 (Unreliable)
	"Other specified cataract"	"H26.8"	0	4156214161	0.0 (Unreliable)
	"Cataract, unspecified"	"H26.9"	14	4156214161	0.0 (Unreliable)
	"Aphakia"	"H27.0"	0	4156214161	0.0 (Unreliable)
	"Dislocation of lens"	"H27.1"	0	4156214161	0.0 (Unreliable)
	"Other specified disorders of lens"	"H27.8"	0	4156214161	0.0 (Unreliable)
	"Disorder of lens, unspecified"	"H27.9"	0	4156214161	0.0 (Unreliable)
	"Focal chorioretinal inflammation"	"H30.0"	0	4156214161	0.0 (Unreliable)
	"Disseminated chorioretinal inflammation"	"H30.1"	0	4156214161	0.0 (Unreliable)
	"Posterior cyclitis"	"H30.2"	0	4156214161	0.0 (Unreliable)
	"Other chorioretinal inflammations"	"H30.8"	1	4156214161	0.0 (Unreliable)
	"Chorioretinal inflammation, unspecified"	"H30.9"	5	4156214161	0.0 (Unreliable)
	"Chorioretinal scars"	"H31.0"	0	4156214161	0.0 (Unreliable)
	"Choroidal degeneration"	"H31.1"	0	4156214161	0.0 (Unreliable)
	"Hereditary choroidal dystrophy"	"H31.2"	2	4156214161	0.0 (Unreliable)
	"Choroidal haemorrhage and rupture"	"H31.3"	1	4156214161	0.0 (Unreliable)
	"Choroidal detachment"	"H31.4"	0	4156214161	0.0 (Unreliable)
	"Other specified disorders of choroid"	"H31.8"	1	4156214161	0.0 (Unreliable)
	"Disorder of choroid, unspecified"	"H31.9"	0	4156214161	0.0 (Unreliable)
	"Retinal detachment with retinal break"	"H33.0"	0	4156214161	0.0 (Unreliable)
	"Retinoschisis and retinal cysts"	"H33.1"	0	4156214161	0.0 (Unreliable)
	"Serous retinal detachment"	"H33.2"	4	4156214161	0.0 (Unreliable)
	"Retinal breaks without detachment"	"H33.3"	0	4156214161	0.0 (Unreliable)
	"Traction detachment of retina"	"H33.4"	0	4156214161	0.0 (Unreliable)
	"Other retinal detachments"	"H33.5"	0	4156214161	0.0 (Unreliable)
	"Transient retinal artery occlusion"	"H34.0"	0	4156214161	0.0 (Unreliable)
	"Central retinal artery occlusion"	"H34.1"	0	4156214161	0.0 (Unreliable)
	"Other retinal artery occlusions"	"H34.2"	5	4156214161	0.0 (Unreliable)
	"Other retinal vascular occlusions"	"H34.8"	0	4156214161	0.0 (Unreliable)
	"Retinal vascular occlusion, unspecified"	"H34.9"	0	4156214161	0.0 (Unreliable)
	"Background retinopathy and retinal vascular changes"	"H35.0"	1	4156214161	0.0 (Unreliable)
	"Retinopathy of prematurity"	"H35.1"	1	4156214161	0.0 (Unreliable)
	"Other proliferative retinopathy"	"H35.2"	1	4156214161	0.0 (Unreliable)
	"Degeneration of macula and posterior pole"	"H35.3"	59	4156214161	0.0
	"Peripheral retinal degeneration"	"H35.4"	0	4156214161	0.0 (Unreliable)
	"Hereditary retinal dystrophy"	"H35.5"	5	4156214161	0.0 (Unreliable)
	"Retinal haemorrhage"	"H35.6"	5	4156214161	0.0 (Unreliable)
	"Separation of retinal layers"	"H35.7"	0	4156214161	0.0 (Unreliable)
	"Other specified retinal disorders"	"H35.8"	0	4156214161	0.0 (Unreliable)
	"Retinal disorder, unspecified"	"H35.9"	0	4156214161	0.0 (Unreliable)
	"Glaucoma suspect"	"H40.0"	2	4156214161	0.0 (Unreliable)
	"Primary open-angle glaucoma"	"H40.1"	1	4156214161	0.0 (Unreliable)
	"Primary angle-closure glaucoma"	"H40.2"	1	4156214161	0.0 (Unreliable)
	"Glaucoma secondary to eye trauma"	"H40.3"	0	4156214161	0.0 (Unreliable)
	"Glaucoma secondary to eye inflammation"	"H40.4"	0	4156214161	0.0 (Unreliable)
	"Glaucoma secondary to other eye disorders"	"H40.5"	0	4156214161	0.0 (Unreliable)
	"Glaucoma secondary to drugs"	"H40.6"	0	4156214161	0.0 (Unreliable)
	"Other glaucoma"	"H40.8"	0	4156214161	0.0 (Unreliable)
	"Glaucoma, unspecified"	"H40.9"	74	4156214161	0.0
	"Vitreous prolapse"	"H43.0"	0	4156214161	0.0 (Unreliable)
	"Vitreous haemorrhage"	"H43.1"	0	4156214161	0.0 (Unreliable)
	"Crystalline deposits in vitreous body"	"H43.2"	1	4156214161	0.0 (Unreliable)
	"Other vitreous opacities"	"H43.3"	0	4156214161	0.0 (Unreliable)
	"Other disorders of vitreous body"	"H43.8"	0	4156214161	0.0 (Unreliable)
	"Disorder of vitreous body, unspecified"	"H43.9"	0	4156214161	0.0 (Unreliable)
	"Purulent endophthalmitis"	"H44.0"	55	4156214161	0.0
	"Other endophthalmitis"	"H44.1"	1	4156214161	0.0 (Unreliable)
	"Degenerative myopia"	"H44.2"	0	4156214161	0.0 (Unreliable)
	"Other degenerative disorders of globe"	"H44.3"	0	4156214161	0.0 (Unreliable)
	"Hypotony of eye"	"H44.4"	0	4156214161	0.0 (Unreliable)
	"Degenerated conditions of globe"	"H44.5"	3	4156214161	0.0 (Unreliable)
	"Retained (old) intraocular foreign body, magnetic"	"H44.6"	0	4156214161	0.0 (Unreliable)
	"Retained (old) intraocular foreign body, nonmagnetic"	"H44.7"	0	4156214161	0.0 (Unreliable)
	"Other disorders of globe"	"H44.8"	0	4156214161	0.0 (Unreliable)
	"Disorder of globe, unspecified"	"H44.9"	1	4156214161	0.0 (Unreliable)
	"Optic neuritis"	"H46"	7	4156214161	0.0 (Unreliable)
	"Disorders of optic nerve, not elsewhere classified"	"H47.0"	0	4156214161	0.0 (Unreliable)
	"Papilloedema, unspecified"	"H47.1"	1	4156214161	0.0 (Unreliable)
	"Optic atrophy"	"H47.2"	1	4156214161	0.0 (Unreliable)
	"Other disorders of optic disc"	"H47.3"	0	4156214161	0.0 (Unreliable)
	"Disorders of optic chiasm"	"H47.4"	0	4156214161	0.0 (Unreliable)
	"Disorders of other visual pathways"	"H47.5"	0	4156214161	0.0 (Unreliable)
	"Disorders of visual cortex"	"H47.6"	0	4156214161	0.0 (Unreliable)
	"Disorder of visual pathways, unspecified"	"H47.7"	0	4156214161	0.0 (Unreliable)
	"Third [oculomotor] nerve palsy"	"H49.0"	0	4156214161	0.0 (Unreliable)
	"Fourth [trochlear] nerve palsy"	"H49.1"	0	4156214161	0.0 (Unreliable)
	"Sixth [abducent] nerve palsy"	"H49.2"	5	4156214161	0.0 (Unreliable)
	"Total (external) ophthalmoplegia"	"H49.3"	0	4156214161	0.0 (Unreliable)
	"Progressive external ophthalmoplegia"	"H49.4"	0	4156214161	0.0 (Unreliable)
	"Other paralytic strabismus"	"H49.8"	57	4156214161	0.0
	"Paralytic strabismus, unspecified"	"H49.9"	12	4156214161	0.0 (Unreliable)
	"Convergent concomitant strabismus"	"H50.0"	0	4156214161	0.0 (Unreliable)
	"Divergent concomitant strabismus"	"H50.1"	0	4156214161	0.0 (Unreliable)
	"Vertical strabismus"	"H50.2"	0	4156214161	0.0 (Unreliable)
	"Intermittent heterotropia"	"H50.3"	0	4156214161	0.0 (Unreliable)
	"Other and unspecified heterotropia"	"H50.4"	4	4156214161	0.0 (Unreliable)
	"Heterophoria"	"H50.5"	1	4156214161	0.0 (Unreliable)
	"Mechanical strabismus"	"H50.6"	0	4156214161	0.0 (Unreliable)
	"Other specified strabismus"	"H50.8"	0	4156214161	0.0 (Unreliable)
	"Strabismus, unspecified"	"H50.9"	2	4156214161	0.0 (Unreliable)
	"Palsy of conjugate gaze"	"H51.0"	0	4156214161	0.0 (Unreliable)
	"Convergence insufficiency and excess"	"H51.1"	0	4156214161	0.0 (Unreliable)
	"Internuclear ophthalmoplegia"	"H51.2"	0	4156214161	0.0 (Unreliable)
	"Other specified disorders of binocular movement"	"H51.8"	0	4156214161	0.0 (Unreliable)
	"Disorder of binocular movement, unspecified"	"H51.9"	0	4156214161	0.0 (Unreliable)
	"Hypermetropia"	"H52.0"	0	4156214161	0.0 (Unreliable)
	"Myopia"	"H52.1"	7	4156214161	0.0 (Unreliable)
	"Astigmatism"	"H52.2"	0	4156214161	0.0 (Unreliable)
	"Anisometropia and aniseikonia"	"H52.3"	0	4156214161	0.0 (Unreliable)
	"Presbyopia"	"H52.4"	1	4156214161	0.0 (Unreliable)
	"Disorders of accommodation"	"H52.5"	0	4156214161	0.0 (Unreliable)
	"Other disorders of refraction"	"H52.6"	0	4156214161	0.0 (Unreliable)
	"Disorder of refraction, unspecified"	"H52.7"	0	4156214161	0.0 (Unreliable)
	"Amblyopia ex anopsia"	"H53.0"	0	4156214161	0.0 (Unreliable)
	"Subjective visual disturbances"	"H53.1"	7	4156214161	0.0 (Unreliable)
	"Diplopia"	"H53.2"	0	4156214161	0.0 (Unreliable)
	"Other disorders of binocular vision"	"H53.3"	1	4156214161	0.0 (Unreliable)
	"Visual field defects"	"H53.4"	3	4156214161	0.0 (Unreliable)
	"Colour vision deficiencies"	"H53.5"	1	4156214161	0.0 (Unreliable)
	"Night blindness"	"H53.6"	0	4156214161	0.0 (Unreliable)
