"Notes"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Unspecified transient organic mental disorder"	"293.9"	65	4961016600	0.0
	"Amnestic syndrome"	"294.0"	242	4961016600	0.0
	"Other specified organic brain syndromes (chronic)"	"294.8"	5	4961016600	0.0 (Unreliable)
	"Unspecified organic brain syndrome (chronic)"	"294.9"	2317	4961016600	0.0
	"Simple type"	"295.0"	1521	4961016600	0.0
	"Disorganized type"	"295.1"	24	4961016600	0.0
	"Catatonic type"	"295.2"	298	4961016600	0.0
	"Paranoid type"	"295.3"	394	4961016600	0.0
	"Acute schizophrenic episode"	"295.4"	4	4961016600	0.0 (Unreliable)
	"Latent schizophrenia"	"295.5"	0	4961016600	0.0 (Unreliable)
	"Residual schizophrenia"	"295.6"	897	4961016600	0.0
	"Schizo-affective type"	"295.7"	80	4961016600	0.0
	"Other specified types of schizophrenia"	"295.8"	22	4961016600	0.0
	"Unspecified schizophrenia"	"295.9"	2101	4961016600	0.0
	"Manic disorder, single episode"	"296.0"	35	4961016600	0.0
	"Manic disorder, recurrent episode"	"296.1"	554	4961016600	0.0
	"Major depressive disorder, single episode"	"296.2"	15	4961016600	0.0 (Unreliable)
	"Major depressive disorder, recurrent episode"	"296.3"	19	4961016600	0.0 (Unreliable)
	"Bipolar affective disorder, manic"	"296.4"	2	4961016600	0.0 (Unreliable)
	"Bipolar affective disorder, depressed"	"296.5"	311	4961016600	0.0
	"Bipolar affective disorder, mixed"	"296.6"	248	4961016600	0.0
	"Manic-depressive psychosis, other and unspecified"	"296.8"	16	4961016600	0.0 (Unreliable)
	"Other and unspecified affective psychoses"	"296.9"	65	4961016600	0.0
	"Paranoid state, simple"	"297.0"	1	4961016600	0.0 (Unreliable)
	"Paranoia"	"297.1"	55	4961016600	0.0
	"Paraphrenia"	"297.2"	5	4961016600	0.0 (Unreliable)
	"Shared paranoid disorder"	"297.3"	17	4961016600	0.0 (Unreliable)
	"Other specified paranoid states"	"297.8"	2	4961016600	0.0 (Unreliable)
	"Unspecified paranoid state"	"297.9"	123	4961016600	0.0
	"Depressive type psychosis"	"298.0"	8	4961016600	0.0 (Unreliable)
	"Excitative type psychosis"	"298.1"	10	4961016600	0.0 (Unreliable)
	"Reactive confusion"	"298.2"	10	4961016600	0.0 (Unreliable)
	"Acute paranoid reaction"	"298.3"	6	4961016600	0.0 (Unreliable)
	"Psychogenic paranoid psychosis"	"298.4"	3	4961016600	0.0 (Unreliable)
	"Other and unspecified reactive psychosis"	"298.8"	39	4961016600	0.0
	"Unspecified psychosis"	"298.9"	89013	4961016600	1.8
	"Infantile autism"	"299.0"	56	4961016600	0.0
	"Disintegrative psychosis"	"299.1"	9	4961016600	0.0 (Unreliable)
	"Other specified early childhood psychoses"	"299.8"	1	4961016600	0.0 (Unreliable)
	"Unspecified"	"299.9"	2	4961016600	0.0 (Unreliable)
	"Anxiety states"	"300.0"	242	4961016600	0.0
	"Hysteria"	"300.1"	198	4961016600	0.0
	"Phobic disorders"	"300.2"	8	4961016600	0.0 (Unreliable)
	"Obsessive-compulsive disorders"	"300.3"	17	4961016600	0.0 (Unreliable)
	"Neurotic depression"	"300.4"	412	4961016600	0.0
	"Neurasthenia"	"300.5"	31	4961016600	0.0
	"Depersonalization syndrome"	"300.6"	1	4961016600	0.0 (Unreliable)
	"Hypochondriasis"	"300.7"	1	4961016600	0.0 (Unreliable)
	"Other neurotic disorders"	"300.8"	14	4961016600	0.0 (Unreliable)
	"Unspecified neurotic disorder"	"300.9"	566	4961016600	0.0
	"Paranoid personality disorder"	"301.0"	2	4961016600	0.0 (Unreliable)
	"Affective personality disorder"	"301.1"	0	4961016600	0.0 (Unreliable)
	"Schizoid personality disorder"	"301.2"	2	4961016600	0.0 (Unreliable)
	"Explosive personality disorder"	"301.3"	3	4961016600	0.0 (Unreliable)
	"Compulsive personality disorder"	"301.4"	2	4961016600	0.0 (Unreliable)
	"Histrionic personality disorder"	"301.5"	2	4961016600	0.0 (Unreliable)
	"Dependent personality disorder"	"301.6"	2	4961016600	0.0 (Unreliable)
	"Antisocial personality disorder"	"301.7"	2	4961016600	0.0 (Unreliable)
	"Other personality disorders"	"301.8"	3	4961016600	0.0 (Unreliable)
	"Unspecified personality disorder"	"301.9"	59	4961016600	0.0
	"Ego-dystonic homosexuality"	"302.0"	3	4961016600	0.0 (Unreliable)
	"Zoophilia"	"302.1"	1	4961016600	0.0 (Unreliable)
	"Pedophilia"	"302.2"	0	4961016600	0.0 (Unreliable)
	"Transvestism"	"302.3"	0	4961016600	0.0 (Unreliable)
	"Exhibitionism"	"302.4"	0	4961016600	0.0 (Unreliable)
	"Trans-sexualism"	"302.5"	1	4961016600	0.0 (Unreliable)
	"Disorders of psychosexual identity"	"302.6"	0	4961016600	0.0 (Unreliable)
	"Psychosexual dysfunction"	"302.7"	1	4961016600	0.0 (Unreliable)
	"Other specified psychosexual disorders"	"302.8"	4	4961016600	0.0 (Unreliable)
	"Unspecified psychosexual disorder"	"302.9"	2	4961016600	0.0 (Unreliable)
	"Alcohol dependence syndrome"	"303"	94167	4961016600	1.9
	"Opioid type dependence"	"304.0"	397	4961016600	0.0
	"Barbiturate and similarly acting sedative or hypnotic dependence"	"304.1"	12	4961016600	0.0 (Unreliable)
	"Cocaine dependence"	"304.2"	187	4961016600	0.0
	"Cannabis dependence"	"304.3"	1	4961016600	0.0 (Unreliable)
	"Amphetamine and other psychostimulant dependence"	"304.4"	8	4961016600	0.0 (Unreliable)
	"Hallucinogen dependence"	"304.5"	1	4961016600	0.0 (Unreliable)
	"Other specified drug dependence"	"304.6"	190	4961016600	0.0
	"Combinations of opioid type drug with any other"	"304.7"	14	4961016600	0.0 (Unreliable)
	"Combinations of drug dependence excluding opioid type drug"	"304.8"	9	4961016600	0.0 (Unreliable)
	"Unspecified drug dependence"	"304.9"	11078	4961016600	0.2
	"Alcohol abuse"	"305.0"	15897	4961016600	0.3
	"Tobacco use disorder"	"305.1"	3678	4961016600	0.1
	"Cannabis abuse"	"305.2"	22	4961016600	0.0
	"Hallucinogen abuse"	"305.3"	12	4961016600	0.0 (Unreliable)
	"Barbiturate and similarly acting sedative or hypnotic abuse"	"305.4"	39	4961016600	0.0
	"Opioid abuse"	"305.5"	974	4961016600	0.0
	"Cocaine abuse"	"305.6"	2388	4961016600	0.0
	"Amphetamine or related acting sympathomimetic abuse"	"305.7"	162	4961016600	0.0
	"Antidepressant type abuse"	"305.8"	12	4961016600	0.0 (Unreliable)
	"Other, mixed, or unspecified drug abuse"	"305.9"	10383	4961016600	0.2
	"Musculoskeletal"	"306.0"	2	4961016600	0.0 (Unreliable)
	"Respiratory"	"306.1"	26	4961016600	0.0
	"Cardiovascular"	"306.2"	223	4961016600	0.0
	"Skin"	"306.3"	0	4961016600	0.0 (Unreliable)
	"Gastrointestinal"	"306.4"	39	4961016600	0.0
	"Genitourinary"	"306.5"	0	4961016600	0.0 (Unreliable)
	"Endocrine"	"306.6"	0	4961016600	0.0 (Unreliable)
	"Organs of special sense"	"306.7"	0	4961016600	0.0 (Unreliable)
	"Other specified psychophysiological malfunction"	"306.8"	0	4961016600	0.0 (Unreliable)
	"Unspecified psychophysiological malfunction"	"306.9"	1	4961016600	0.0 (Unreliable)
	"Stammering and stuttering"	"307.0"	0	4961016600	0.0 (Unreliable)
	"Anorexia nervosa"	"307.1"	1605	4961016600	0.0
	"Tics"	"307.2"	6	4961016600	0.0 (Unreliable)
	"Stereotyped repetitive movements"	"307.3"	0	4961016600	0.0 (Unreliable)
	"Specific disorders of sleep of nonorganic origin"	"307.4"	3	4961016600	0.0 (Unreliable)
	"Other and unspecified disorders of eating"	"307.5"	2057	4961016600	0.0
	"Enuresis"	"307.6"	0	4961016600	0.0 (Unreliable)
	"Encopresis"	"307.7"	0	4961016600	0.0 (Unreliable)
	"Psychalgia"	"307.8"	2	4961016600	0.0 (Unreliable)
	"Other and unspecified special symptoms or syndromes, not elsewhere classified"	"307.9"	478	4961016600	0.0
	"Predominant disturbance of emotions"	"308.0"	12	4961016600	0.0 (Unreliable)
	"Predominant disturbance of consciousness"	"308.1"	6	4961016600	0.0 (Unreliable)
	"Predominant psychomotor disturbance"	"308.2"	0	4961016600	0.0 (Unreliable)
	"Other acute reactions to stress"	"308.3"	24	4961016600	0.0
	"Mixed disorders as reaction to stress"	"308.4"	21	4961016600	0.0
	"Unspecified acute reaction to stress"	"308.9"	807	4961016600	0.0
	"Brief depressive reaction"	"309.0"	56	4961016600	0.0
	"Prolonged depressive reaction"	"309.1"	0	4961016600	0.0 (Unreliable)
	"With predominant disturbance of other emotions"	"309.2"	4	4961016600	0.0 (Unreliable)
	"With predominant disturbance of conduct"	"309.3"	1	4961016600	0.0 (Unreliable)
	"With mixed disturbance of emotions and conduct"	"309.4"	0	4961016600	0.0 (Unreliable)
	"Other specified adjustment reactions"	"309.8"	0	4961016600	0.0 (Unreliable)
	"Unspecified adjustment reaction"	"309.9"	10	4961016600	0.0 (Unreliable)
	"Frontal lobe syndrome"	"310.0"	18	4961016600	0.0 (Unreliable)
	"Organic personality syndrome"	"310.1"	5	4961016600	0.0 (Unreliable)
	"Postconcussion syndrome"	"310.2"	202	4961016600	0.0
	"Other specified nonpsychotic mental disorders following organic brain damage"	"310.8"	28	4961016600	0.0
	"Unspecified nonpsychotic mental disorder following organic brain damage"	"310.9"	80170	4961016600	1.6
	"Depressive disorder, not elsewhere classified"	"311"	6819	4961016600	0.1
	"Undersocialized conduct disorder, aggressive type"	"312.0"	0	4961016600	0.0 (Unreliable)
	"Undersocialized conduct disorder, unaggressive type"	"312.1"	1	4961016600	0.0 (Unreliable)
	"Socialized conduct disorder"	"312.2"	0	4961016600	0.0 (Unreliable)
	"Disorders of impulse control, not elsewhere classified"	"312.3"	0	4961016600	0.0 (Unreliable)
	"Other specified disturbances of conduct, not elsewhere classified"	"312.8"	7	4961016600	0.0 (Unreliable)
	"Unspecified disturbance of conduct"	"312.9"	37	4961016600	0.0
	"Overanxious disorder"	"313.0"	1	4961016600	0.0 (Unreliable)
	"Misery and unhappiness disorder"	"313.1"	0	4961016600	0.0 (Unreliable)
	"Sensitivity, shyness, and social withdrawal disorder"	"313.2"	0	4961016600	0.0 (Unreliable)
	"Relationship problems"	"313.3"	0	4961016600	0.0 (Unreliable)
	"Other or mixed emotional disturbances of childhood or adolescence"	"313.8"	0	4961016600	0.0 (Unreliable)
	"Unspecified emotional disturbance of childhood"	"313.9"	1	4961016600	0.0 (Unreliable)
	"Attention deficit disorder"	"314.0"	2	4961016600	0.0 (Unreliable)
	"Hyperkinesis with developmental delay"	"314.1"	0	4961016600	0.0 (Unreliable)
	"Hyperkinetic conduct disorder"	"314.2"	0	4961016600	0.0 (Unreliable)
	"Other specified manifestations of hyperkinetic syndrome"	"314.8"	1	4961016600	0.0 (Unreliable)
	"Unspecified hyperkinetic syndrome"	"314.9"	9	4961016600	0.0 (Unreliable)
	"Specific reading disorder"	"315.0"	0	4961016600	0.0 (Unreliable)
	"Specific arithmetical disorder"	"315.1"	0	4961016600	0.0 (Unreliable)
	"Other specific learning difficulties"	"315.2"	0	4961016600	0.0 (Unreliable)
	"Developmental speech or language disorder"	"315.3"	0	4961016600	0.0 (Unreliable)
	"Coordination disorder"	"315.4"	35	4961016600	0.0
	"Mixed development disorder"	"315.5"	0	4961016600	0.0 (Unreliable)
	"Other specified delays in development"	"315.8"	5	4961016600	0.0 (Unreliable)
	"Unspecified delay in development"	"315.9"	54	4961016600	0.0
	"Psychic factors associated with diseases classified elsewhere"	"316"	5	4961016600	0.0 (Unreliable)
	"Mild mental retardation"	"317"	31	4961016600	0.0
	"Moderate mental retardation"	"318.0"	39	4961016600	0.0
	"Severe mental retardation"	"318.1"	1595	4961016600	0.0
	"Profound mental retardation"	"318.2"	926	4961016600	0.0
	"Unspecified mental retardation"	"319"	5280	4961016600	0.1
	"Hemophilus meningitis"	"320.0"	1968	4961016600	0.0
	"Pneumococcal meningitis"	"320.1"	4005	4961016600	0.1
	"Streptococcal meningitis"	"320.2"	1564	4961016600	0.0
	"Staphylococcal meningitis"	"320.3"	442	4961016600	0.0
	"Meningitis due to other specified bacteria"	"320.8"	535	4961016600	0.0
	"Meningitis due to unspecified bacterium"	"320.9"	4150	4961016600	0.1
	"Nonpyogenic meningitis"	"322.0"	28	4961016600	0.0
	"Eosinophilic meningitis"	"322.1"	3	4961016600	0.0 (Unreliable)
	"Chronic meningitis"	"322.2"	200	4961016600	0.0
	"Meningitis, unspecified"	"322.9"	8160	4961016600	0.2
	"Encephalitis following immunization procedures"	"323.5"	16	4961016600	0.0 (Unreliable)
	"Other causes of encephalitis"	"323.8"	41	4961016600	0.0
	"Unspecified cause of encephalitis"	"323.9"	5339	4961016600	0.1
	"Intracranial abscess"	"324.0"	3115	4961016600	0.1
	"Intraspinal abscess"	"324.1"	233	4961016600	0.0
	"Of unspecified site"	"324.9"	621	4961016600	0.0
	"Phlebitis and thrombophlebitis of intracranial venous sinuses"	"325"	380	4961016600	0.0
	"Late effects of intracranial abscess or pyogenic infection"	"326"	1126	4961016600	0.0
	"Leukodystrophy"	"330.0"	1656	4961016600	0.0
	"Cerebral lipidoses"	"330.1"	793	4961016600	0.0
	"Other specified cerebral degenerations in childhood"	"330.8"	410	4961016600	0.0
	"Unspecified cerebral degeneration in childhood"	"330.9"	82	4961016600	0.0
	"Alzheimer's disease"	"331.0"	236457	4961016600	4.8
	"Pick's disease"	"331.1"	627	4961016600	0.0
	"Senile degeneration of brain"	"331.2"	1059	4961016600	0.0
	"Communicating hydrocephalus"	"331.3"	266	4961016600	0.0
	"Obstructive hydrocephalus"	"331.4"	12140	4961016600	0.2
	"Other cerebral degeneration"	"331.8"	1684	4961016600	0.0
	"Cerebral degeneration, unspecified"	"331.9"	11638	4961016600	0.2
	"Paralysis agitans"	"332.0"	144750	4961016600	2.9
	"Secondary parkinsonism"	"332.1"	244	4961016600	0.0
	"Other degenerative diseases of the basal ganglia"	"333.0"	3557	4961016600	0.1
	"Essential and other specified forms of tremor"	"333.1"	47	4961016600	0.0
	"Myoclonus"	"333.2"	182	4961016600	0.0
	"Tics of organic origin"	"333.3"	0	4961016600	0.0 (Unreliable)
	"Huntington's chorea"	"333.4"	7975	4961016600	0.2
	"Other choreas"	"333.5"	231	4961016600	0.0
	"Idiopathic torsion dystonia"	"333.6"	141	4961016600	0.0
	"Symptomatic torsion dystonia"	"333.7"	24	4961016600	0.0
	"Fragments of torsion dystonia"	"333.8"	554	4961016600	0.0
	"Other and unspecified extrapyramidal diseases and abnormal movement disorders"	"333.9"	457	4961016600	0.0
	"Friedreich's ataxia"	"334.0"	1049	4961016600	0.0
	"Hereditary spastic paraplegia"	"334.1"	83	4961016600	0.0
	"Primary cerebellar degeneration"	"334.2"	418	4961016600	0.0
	"Other cerebellar ataxia"	"334.3"	364	4961016600	0.0
	"Other spinocerebellar diseases"	"334.8"	1139	4961016600	0.0
	"Spinocerebellar disease, unspecified"	"334.9"	1936	4961016600	0.0
	"Werdnig-hoffmann disease"	"335.0"	2648	4961016600	0.1
	"Spinal muscular atrophy"	"335.1"	874	4961016600	0.0
	"Motor neuron disease"	"335.2"	69207	4961016600	1.4
	"Other anterior horn cell diseases"	"335.8"	4	4961016600	0.0 (Unreliable)
	"Anterior horn cell disease, unspecified"	"335.9"	92	4961016600	0.0
	"Syringomyelia and syringobulbia"	"336.0"	665	4961016600	0.0
	"Vascular myelopathies"	"336.1"	625	4961016600	0.0
	"Other myelopathy"	"336.8"	423	4961016600	0.0
	"Unspecified disease of spinal cord"	"336.9"	1312	4961016600	0.0
	"Idiopathic peripheral autonomic neuropathy"	"337.0"	34	4961016600	0.0
	"Unspecified disorder of autonomic nervous system"	"337.9"	314	4961016600	0.0
	"Multiple sclerosis"	"340"	35282	4961016600	0.7
	"Neuromyelitis optica"	"341.0"	38	4961016600	0.0
	"Schilder's disease"	"341.1"	102	4961016600	0.0
	"Other demyelinating diseases of central nervous system"	"341.8"	314	4961016600	0.0
	"Demyelinating disease of central nervous system, unspecified"	"341.9"	2236	4961016600	0.0
	"Flaccid hemiplegia"	"342.0"	13	4961016600	0.0 (Unreliable)
	"Spastic hemiplegia"	"342.1"	25	4961016600	0.0
	"Hemiplegia, unspecified"	"342.9"	3713	4961016600	0.1
	"Diplegic"	"343.0"	71	4961016600	0.0
	"Hemiplegic"	"343.1"	22	4961016600	0.0
	"Quadriplegic"	"343.2"	781	4961016600	0.0
	"Monoplegic"	"343.3"	3	4961016600	0.0 (Unreliable)
	"Infantile hemiplegia"	"343.4"	8	4961016600	0.0 (Unreliable)
	"Other specified infantile cerebral palsy"	"343.8"	10	4961016600	0.0 (Unreliable)
	"Infantile cerebral palsy, unspecified"	"343.9"	14010	4961016600	0.3
	"Quadriplegia and quadriparesis"	"344.0"	4393	4961016600	0.1
	"Paraplegia"	"344.1"	2678	4961016600	0.1
	"Diplegia of upper limbs"	"344.2"	21	4961016600	0.0
	"Monoplegia of lower limb"	"344.3"	57	4961016600	0.0
	"Monoplegia of upper limb"	"344.4"	9	4961016600	0.0 (Unreliable)
	"Unspecified monoplegia"	"344.5"	4	4961016600	0.0 (Unreliable)
	"Cauda equina syndrome"	"344.6"	2285	4961016600	0.0
	"Other specified paralytic syndromes"	"344.8"	2501	4961016600	0.1
	"Paralysis, unspecified"	"344.9"	1031	4961016600	0.0
	"Generalized nonconvulsive epilepsy"	"345.0"	85	4961016600	0.0
	"Generalized convulsive epilepsy"	"345.1"	6690	4961016600	0.1
	"Petit mal status"	"345.2"	14	4961016600	0.0 (Unreliable)
	"Grand mal status"	"345.3"	10334	4961016600	0.2
	"Partial epilepsy, with impairment of consciousness"	"345.4"	86	4961016600	0.0
	"Partial epilepsy, without mention of impairment of consciousness"	"345.5"	67	4961016600	0.0
	"Infantile spasms"	"345.6"	88	4961016600	0.0
	"Epilepsia partialis continua"	"345.7"	30	4961016600	0.0
	"Other forms of epilepsy"	"345.8"	14	4961016600	0.0 (Unreliable)
	"Epilepsy, unspecified"	"345.9"	13198	4961016600	0.3
	"Classical migraine"	"346.0"	1	4961016600	0.0 (Unreliable)
	"Common migraine"	"346.1"	5	4961016600	0.0 (Unreliable)
	"Variants of migraine"	"346.2"	1	4961016600	0.0 (Unreliable)
	"Other forms of migraine"	"346.8"	10	4961016600	0.0 (Unreliable)
	"Migraine, unspecified"	"346.9"	25	4961016600	0.0
	"Cataplexy and narcolepsy"	"347"	53	4961016600	0.0
	"Cerebral cysts"	"348.0"	681	4961016600	0.0
	"Anoxic brain damage"	"348.1"	37216	4961016600	0.8
	"Benign intracranial hypertension"	"348.2"	903	4961016600	0.0
	"Encephalopathy, unspecified"	"348.3"	9483	4961016600	0.2
	"Compression of brain"	"348.4"	1697	4961016600	0.0
	"Cerebral edema"	"348.5"	3824	4961016600	0.1
	"Other conditions of brain"	"348.8"	2152	4961016600	0.0
	"Unspecified condition of brain"	"348.9"	6567	4961016600	0.1
	"Reaction to spinal or lumbar puncture"	"349.0"	11	4961016600	0.0 (Unreliable)
	"Nervous system complications from surgically implanted device"	"349.1"	22	4961016600	0.0
	"Disorders of meninges, not elsewhere classified"	"349.2"	22	4961016600	0.0
	"Other specified disorders of nervous system"	"349.8"	4147	4961016600	0.1
	"Unspecified disorders of nervous system"	"349.9"	1751	4961016600	0.0
	"Trigeminal neuralgia"	"350.1"	72	4961016600	0.0
	"Atypical face pain"	"350.2"	0	4961016600	0.0 (Unreliable)
	"Other specified trigeminal nerve disorders"	"350.8"	4	4961016600	0.0 (Unreliable)
	"Trigeminal nerve disorder, unspecified"	"350.9"	3	4961016600	0.0 (Unreliable)
	"Bell's palsy"	"351.0"	31	4961016600	0.0
	"Geniculate ganglionitis"	"351.1"	0	4961016600	0.0 (Unreliable)
	"Other facial nerve disorders"	"351.8"	5	4961016600	0.0 (Unreliable)
	"Facial nerve disorder, unspecified"	"351.9"	2	4961016600	0.0 (Unreliable)
	"Disorders of olfactory [1st] nerve"	"352.0"	0	4961016600	0.0 (Unreliable)
	"Glossopharyngeal neuralgia"	"352.1"	4	4961016600	0.0 (Unreliable)
	"Other disorders of glossopharyngeal [9th] nerve"	"352.2"	18	4961016600	0.0 (Unreliable)
	"Disorders of pneumogastric [10th] nerve"	"352.3"	41	4961016600	0.0
	"Disorders of accessory [11th] nerve"	"352.4"	0	4961016600	0.0 (Unreliable)
	"Disorders of hypoglossal [12th] nerve"	"352.5"	6	4961016600	0.0 (Unreliable)
	"Multiple cranial nerve palsies"	"352.6"	113	4961016600	0.0
	"Unspecified disorder of cranial nerves"	"352.9"	222	4961016600	0.0
	"Brachial plexus lesions"	"353.0"	13	4961016600	0.0 (Unreliable)
	"Lumbosacral plexus lesions"	"353.1"	3	4961016600	0.0 (Unreliable)
	"Cervical root lesions, not elsewhere classified"	"353.2"	7	4961016600	0.0 (Unreliable)
	"Thoracic root lesions, not elsewhere classified"	"353.3"	0	4961016600	0.0 (Unreliable)
	"Lumbosacral root lesions, not elsewhere classified"	"353.4"	2	4961016600	0.0 (Unreliable)
	"Neuralgic amyotrophy"	"353.5"	0	4961016600	0.0 (Unreliable)
	"Phantom limb (syndrome)"	"353.6"	0	4961016600	0.0 (Unreliable)
	"Other nerve root and plexus disorders"	"353.8"	2	4961016600	0.0 (Unreliable)
	"Unspecified nerve root and plexus disorder"	"353.9"	3	4961016600	0.0 (Unreliable)
	"Carpal tunnel syndrome"	"354.0"	4	4961016600	0.0 (Unreliable)
	"Other lesion of median nerve"	"354.1"	4	4961016600	0.0 (Unreliable)
	"Lesion of ulnar nerve"	"354.2"	1	4961016600	0.0 (Unreliable)
	"Lesion of radial nerve"	"354.3"	3	4961016600	0.0 (Unreliable)
	"Causalgia of upper limb"	"354.4"	0	4961016600	0.0 (Unreliable)
	"Mononeuritis multiplex"	"354.5"	15	4961016600	0.0 (Unreliable)
	"Other mononeuritis of upper limb"	"354.8"	89	4961016600	0.0
	"Mononeuritis of upper limb, unspecified"	"354.9"	2	4961016600	0.0 (Unreliable)
	"Lesion of sciatic nerve"	"355.0"	3	4961016600	0.0 (Unreliable)
